SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,mbID,Energy,ArtistFamiliarity,Hotness,end_of_fade_in,key,keyConfidence,Loudness,mode,mode_confidence,start_of_fade_out
11,SOHODRU12A81C230CE,230859,About Time,AR22KZ51187B9A0A31,,,,Five Fingers of Funk,0,1400.37179,0,0.124,0,0,0,Genuine,,,,,,,,,,,,
12,SOZUUEA12A6701D4D2,12539,Wind In The Wire,ARAPH9U1187B9B34F0,,Marshville NC,,Randy Travis,0,211.40853,10,0.89,95.655,4,0.557,Wind In The Wire (Album Version),,,,,,,,,,,,
13,SOTHGTJ12A8C13399D,391347,Cherry Pie,AR261YW1187FB374B3,,GERMANY,,Warrant,0,201.03791,4,0.169,177.152,4,0.076,Cherry Pie,,,,,,,,,,,,
14,SOZFWDC12A8C13317B,284542,IRISH DRINKING SONGS,AROSGVP1187B9B011F,53.41961,Ireland,-8.24055,The Clancy Brothers,0,113.78893,0,0.791,105.852,1,0.088,Water Is Alright In Tay,,,,,,,,,,,,
15,SOQEBML12A8C136AA4,154446,Massenet: Werther,AR5R7791187FB3A8C3,,,,Alfredo Kraus/Tatiana Troyanos/London Philharmonic Orchestra/Michel Plasson,0,55.40526,6,0.056,109.158,4,0.345,Werther (1997 Digital Remaster)_ PREMIER ACTE/ACT ONE/ERSTES AKT: Mon âme a reconnu votre âme(Werther/Charlotte),,,,,,,,,,,,
16,SOBBDPK12AC3DF6CB3,603540,Second Hand Life: The Deluxe Edition,ARS6HDE1187B99CA29,,,,Joe Lynn Turner,0,274.12853,3,0.807,106.896,4,0.574,Second Hand Life,,,,,,,,,,,,
17,SOQEUVL12A8C133AC2,286538,Somebody Bigger Than You And I,AR4GP451187FB3F2BB,,,,Andy Griffith,0,179.93098,2,0.396,100.018,4,0,Just A Closer Walk With Thee,,,,,,,,,,,,
18,SOZCATU12A58A7BD8D,293650,Speakerboxxx/The Love Below,AR3MSAN1187B98F06B,33.74831,Atlanta GA,-84.39111,OutKast,0,323.10812,7,0.371,100.026,4,1,Happy Valentine's Day,,,,,,,,,,,,
19,SOIAYAJ12AB0189B8B,802902,The Choice EP,ARSBFGV1241B9CE441,,,,Laron aka Swan featuring Alexander East,0,544.522,10,0.484,84.64,5,1,Up All Night - Remix,,,,,,,,,,,,
20,SOJZHAZ12AB01866C5,818031,Allt Är Skit_ Jämt,ARHPBZT1269FCD0B57,,,,IYOV,0,120.16281,11,0.077,194.53,4,0,Hipster Haircut,,,,,,,,,,,,
21,SOYVTIL12A6D4F6BD4,30893,Gold,ARGS67J1187FB3FC1A,37.27188,California,-119.27023,Righteous Brothers,0,190.14485,0,0.89,72.656,3,0.602,See That Girl,,,,,,,,,,,,
22,SOAULBO12A58A7A2F8,650737,From Conception to Birth: A Life Unfolds,ARDXWVZ1187B9B52F1,40.71455,New York,-74.00712,Michael Whalen,0,317.70077,10,0.33,110.1,4,1,A New Heart,,,,,,,,,,,,
23,SOIXNYE12A8C1366F2,153344,Collection: B. Carlisle,ARTCO131187B9B9ADB,,,,Bob Carlisle,0,331.25832,7,0.618,103.634,4,0.066,Man Of No Reputation,,,,,,,,,,,,
24,SOCTMWO12AB018563C,501877,We Will Glorify (Premiere Performance Plus Track),ARUTS6Y1187FB5BDAB,,,,Twila Paris,0,201.32526,11,0.638,135.989,5,0.237,We Will Glorify (Key-B-Db-Premiere Performance Plus),,,,,,,,,,,,
25,SOOXCKQ12AB0184FBC,326331,One Block Radius,AR4BSBD1187B9ACD3A,,,,One Block Radius,0,236.72118,4,0.509,124.022,4,1,All On Our Own,,,,,,,,,,,,
26,SOCHXGO12A6D4F918E,41797,2 Em 1 (Dois Em Um),ARV6QHT1187FB5537A,,,,Nana Caymmi,0,174.54975,2,0.835,115.781,4,0,Nossa Dança,,,,,,,,,,,,
27,SOFVPZU12AF729CC83,599035,Humpty Dumpty LSD,ARPQ4Z01187FB3A736,,San Antonio TX,,Butthole Surfers,0,512.1824,9,0.845,79.709,4,0,All Day,,,,,,,,,,,,
28,SODLKUO12A8C13CA35,350902,12 x 5,ARFCUN31187B9AD578,51.50632,London England,-0.12714,The Rolling Stones,0,172.72118,4,0.494,107.455,3,1,Time Is On My Side,,,,,,,,,,,,
29,SOOWPWH12A8C13649B,152889,Loud,ARCYE581187B9A1482,,,,Timo Maas,0,417.56689,4,0.316,87.995,1,0.974,Bad Days,,,,,,,,,,,,
30,SOMFGBQ12A582917CD,230970,American Indian Ceremonial & War Dances,ARWXMEP1241B9CD7CE,,,,Various Indian Tribes,0,193.25342,9,0.289,136.726,4,0.635,Mountain By The Sea (Tribe Unknown),,,,,,,,,,,,
31,SOJRGAN12A8C1339B6,283635,Stagepass,ARI648V1187B9B5379,,,,The Michael Stanley Band,0,232.12363,9,0.664,103.731,4,1,Waste A Little Time On Me,,,,,,,,,,,,
32,SOVDKIH12AB0187301,799348,Cosa de Hombres,ARJ3VRY1187B9A3058,,,,Memphis La Blusera,0,261.642,1,0.424,159.668,4,0,La Revolución,,,,,,,,,,,,
33,SOPZKAF12A8C140A6A,172858,Babies Go To Sleep,ARY1P2B1187B9B78F5,,,,Mariano Yanani,0,191.42485,2,0.484,111.903,4,0.02,Air_ Siote No. 3 (J.S. Bach),,,,,,,,,,,,
34,SOKYSHY12A8C13EA99,216702,Virtual Leisure,AR1Y0N71187FB43209,,,,Anat Ben David,0,213.7073,0,0.467,100.042,4,0.626,Moon Boom,,,,,,,,,,,,
35,SOIBLAH12AB018B3BA,596461,Kona Gold,ARO5P0H1187FB5BAD7,,Kona HI,,Pepper,0,108.93016,11,0.064,148.712,4,0,Stormtrooper (Live),,,,,,,,,,,,
36,SOKLETG12A58A7D0BF,57035,The Second Album + The First Rehearsal Tapes,AR1Y37Q1187B9B66D2,40.71455,New York NY,-74.00712,Suicide,0,323.94404,9,0.882,130.826,5,1,Do It Nice,,,,,,,,,,,,
37,SOCQXMW12A58A7E63F,1224,Strange Cargo III,ARZS5VW1187FB567E8,,,,William Orbit,0,315.01016,2,0,95.869,4,0.534,The Monkey King,,,,,,,,,,,,
38,SOBHGGX12A8AE45557,278560,Seasons,ARGFVP41187B99296B,,,,Max Melvin,0,262.79138,1,0.491,100.01,4,0.718,Someday,,,,,,,,,,,,
39,SOTESSB12AB017F56D,327478,Steady On,ARGNLJL1187B9AB503,,,,Point Of Grace,0,294.08608,6,0.535,125.95,4,0.681,Amazing (LP Version),,,,,,,,,,,,
40,SOVZXBP12A8C1366A1,100101,Gus Cannon Vol. 1 (1927 - 1928),AR7G0NH1187FB42E47,34.82973,Red Banks MS,-89.5647,Gus Cannon,0,197.0673,9,0,116.539,4,1,Big Railroad Blues,,,,,,,,,,,,
41,SOMCQZY12A8C136BBF,290701,This Is Love,AR0BV7E1187FB386C1,,Hollywood CA,,Lee Ritenour,0,321.56689,6,0.355,93.848,4,0.563,Can You Feel It?,,,,,,,,,,,,
42,SOOMWCA12AB01834ED,662656,The Final Chapter,ARDQO721187FB3C6D9,,,,Rodney O & Joe Cooley,0,230.84363,11,0.417,90.071,4,1,Murda',,,,,,,,,,,,
43,SONGLFT12AB0189B1E,800483,Pinkboy Presents TPC,ARPZPET1252CCF9386,,,,Plagia,0,354.11546,3,0,132.002,4,0.868,Floripa,,,,,,,,,,,,
44,SOGCDYR12AC961854A,785446,You And Your Heart,ARC8CQZ1187B98DECA,,Galveston TX,,Jack Johnson,0,196.20526,2,1,107.042,4,1,You And Your Heart,,,,,,,,,,,,
45,SONGJCH12A8C140C32,351182,The Very Best of Relaxing Classics,ARUCJQF1187B9A0A57,,,,Hollywood Bowl Orchestra / John Mauceri,0,147.64363,3,0.747,111.267,4,0.659,John Dunbar Theme [Dances with Wolves],,,,,,,,,,,,
46,SOMUULD12A6D4FBB30,177206,Rio,AR1LQNB1187B9A6AE5,,,,La Portuaria,0,224.91383,7,0.368,122.026,4,1,Hasta El Final,,,,,,,,,,,,
47,SOYDWJC12AB017D699,624496,Herzen mit Koffer,ARGLRBB12472CE2CFF,,,,Rainer Bielfeldt,0,192.73098,10,0.668,106.07,4,0.357,Gewisse Leute,,,,,,,,,,,,
48,SOQKBUO12A6D4FB40F,46464,Real Talk,ARXP7MQ1187FB3AC5F,,LOWELL,,Dave Hollister,0,209.55383,11,0.296,166.026,4,1,Bad When U Broke,,,,,,,,,,,,
49,SODVRAB12AB018DD17,817501,Tonic,ARFM7OI1187B990C49,,,,Tonic,0,184.68526,2,1,156.028,4,1,Where Do I Fit,,,,,,,,,,,,
50,SOGRIWH12A8C1318AD,240938,Idem,ARKWT6J1187B98ED50,,,,Móveis Coloniais de Acaju,0,320.05179,2,0.544,173.652,4,0.24,Perca peso,,,,,,,,,,,,
51,SOKMREL12AB017AC04,487924,Pídemelo Todo,ARXTM8U1187B99F200,,,,Pablo Montero,0,189.57016,0,0.674,98.063,4,0.345,La Copa Grande,,,,,,,,,,,,
52,SOQRIHX12AB0185FCB,553262,Summer of a Thousand Years,AR5C6M11187B9AC877,,New Brunswick NJ,,The Grip Weeds,0,314.14812,10,0.838,130.459,4,0,Changed,,,,,,,,,,,,
53,SOSXYJQ12A6D4FB699,60339,The Best of Bobbie Gentry: The Capitol Years,ARQXAUH1187B9BA010,33.90698,Chickasaw County MS,-88.95535,Glen Campbell And Bobbie Gentry,0,183.11791,7,0.59,101.577,4,0,Mornin' Glory,,,,,,,,,,,,
54,SOKHRGL12AB018ADAC,589057,The Open Mind Of John D. Loudermilk,AR5ZJLK1187B9B3A8E,35.99527,Durham NC,-78.89601,John D. Loudermilk,0,252.682,5,0.812,112.781,4,1,Brown Girl,,,,,,,,,,,,
55,SOQGJZV12A8C144767,429824,Con Los Pies En La Tierra,ARNTTHK1187B98FF64,,Cádiz,,Andy & Lucas,0,234.63138,9,0.593,147.886,4,0.761,Amores Cobardes,,,,,,,,,,,,
56,SOAXMZC12A6D4F67A6,32217,The Best Of Kenny Rogers,ARO4WQR1187B9B9825,,Houston TX,,Kenny Rogers,0,188.96934,0,1,174.785,4,0.092,The Son Of Hickory Holler's Tramp,,,,,,,,,,,,
57,SOIAGWA12A8C142CE0,508143,Tesoros De Colección,ARQHLIO1187B98AA6A,,,,Jay Pérez,0,204.66893,8,0.31,189.758,4,0.19,Ojitos Dormilones,,,,,,,,,,,,
58,SOOJFKG12A8C1334E6,284052,Classics Live,AR12F2S1187FB56EEF,,Boston MA,,Aerosmith,0,425.03791,5,0.101,108.662,1,0,Lord Of The Thighs,,,,,,,,,,,,
59,SOXCKCV12A6D4F8F1F,52666,Communication,ARB45GQ1187B98D2B4,,,,DeGarmo & Key,0,171.75465,2,0.539,82.604,3,1,He Has Risen (Communication Album Version),,,,,,,,,,,,
60,SOVHLHV12AB018930B,756725,Black Satin Vol1,AR0G47L1187B98CC6D,50.91552,Battle Sussex England,0.48883,Frank Chacksfield,0,151.19628,5,1,116.716,4,0.374,Heidi,,,,,,,,,,,,
61,SOOVFAZ12A8C134EEB,92051,Party Fiesta_ Vol. 7,AR6Q6PN1187B9A01E1,,,,The Party Group,0,190.04036,6,0.686,122.91,4,0.514,El Ventilador,,,,,,,,,,,,
62,SOQKKCG12AB017D5C4,541577,Good Morning Judge,ARN7OQ21187FB5A6B3,,Greenwood MS,,Furry Lewis,0,234.78812,10,0.074,146.569,4,0.449,Old Hobo,,,,,,,,,,,,
63,SOGHCFG12A8C13B254,155871,Treat Me Bad EP,ARTXEZN1187B9B8190,62.19845,Sweden,17.55142,Agnes,0,371.06893,6,0,122.965,4,1,Non Conformist Acclaimed,,,,,,,,,,,,
64,SOVMXIC12A8C13CC28,109107,Rescue Dawn,ARSL3N21187B98DFC5,,,,Klaus Badelt,0,116.1922,7,0.038,56.306,1,0,After The Fire,,,,,,,,,,,,
65,SOFYIQI12A6D4F8D85,42180,5:55,ARL635X1187B990092,,,,Charlotte Gainsbourg,0,189.70077,6,0.438,119.683,3,1,Tel Que Tu Es,,,,,,,,,,,,
66,SOTKYKL12A8AE45B28,135402,Big Joe Rides Again,ARWIMT21187B9B5AEC,32.58507,Mississippi,-89.87374,Joe Turner,0,233.92608,10,0.455,88.109,4,0.483,Here Comes Your Iceman (LP Version),,,,,,,,,,,,
67,SOCWUXY12A58A7F1E8,699416,Let The Wind Blow High,ARC5Q0L1187B98D463,,,,Enter the Haggis,0,399.882,3,1,85.399,4,0.43,Skyswimmer,,,,,,,,,,,,
68,SOOFFTS12AB018A83C,468309,Chris Farlowe Selected Hits,ARTXS851187FB411C7,,Essex England,,Chris Farlowe,0,192.26077,0,1,160.663,4,0.13,I Just Need Your Lovin' - Original,,,,,,,,,,,,
69,SOOEDPH12A6310E02B,808,The Best Of David Bowie 1969-74,ARJA1841187FB3A029,51.50632,London UK,-0.12714,David Bowie,0,313.70404,0,0.239,137.068,4,0.306,Space Oddity (1997 Digital Remaster),,,,,,,,,,,,
70,SOCDRKE12A8C13BF47,210456,The Sky Moves Sideways (Special Edition),ARYO9BU1187B9ADA88,,,,Porcupine Tree,0,978.442,9,0.304,134.075,4,0.04,Moon Loop (Improvisation),,,,,,,,,,,,
71,SOBVPYI12AB018623E,812627,Uni5: The World's Enemy,ARUZRFN1187B98AC05,,Cleveland OH,,Bone Thugs-N-Harmony,0,34.42893,8,0.459,86.056,4,0.526,Fearless [Interlude] (Explicit Album Version),,,,,,,,,,,,
72,SOFCBVB12A8C143EC8,373288,La Vie D'Ici Bas,ARPUTNP1187B9AA71B,,,,André Minvielle,0,295.96689,7,0.529,125.47,4,0.924,Les Chaudrons,,,,,,,,,,,,
73,SOAHAEF12AB017E6A5,631274,Bestival presents Sunday Best Vol 2,ARXK4YK1187FB4D0C4,51.50632,London England,-0.12714,Dub Pistols feat. Lindy Layton & Rodney P,0,333.21751,0,0.605,130.016,4,0,I'm In Love,,,,,,,,,,,,
74,SOVSNHP12AB0185417,759051,International,ARYFHBH1257509D340,,,,Hassan Annouri feat. Cassandra Steen,0,270.73261,7,0.45,150.063,4,0.7,Wahrheit,,,,,,,,,,,,
75,SOAFFAD12A8C130310,282491,Trumpet Evolution,ARNITNO1187FB555D3,22.81751,Artemisa Cuba,-82.7603,Arturo Sandoval,0,266.60526,0,0.397,61.018,1,0.273,My Funny Valentine,,,,,,,,,,,,
76,SOKAWBI12AB018277B,455723,Las Mejores Gaitas Vol.3,ARK71TS1187B9902B0,,,,Gaiteros de Pillopo,0,251.08853,9,0.561,179.665,1,0,El Barbero,,,,,,,,,,,,
77,SOONSFT12A8C13E5D0,78736,The Late_ Late Show,ARXDOUQ11F50C4A239,,,,Wednesday 13's Frankenstein Drag Queens From Planet 13,0,131.81342,7,0.329,93.021,4,0,Hit And Rape (Album Version),,,,,,,,,,,,
78,SOJDYWJ12A6D4F3E34,22404,Orphan,AR5T4YC1187FB5915E,,,,Darwin's Waiting Room,0,197.51138,6,0.064,101.923,4,0.84,Feel So Stupid (Table 9),,,,,,,,,,,,
79,SOUVYHS12A8C13AB77,295095,J. Strauss: Die Fledermaus,ART8F8O1187B9A538D,,Salzburg Austria,,Herbert Von Karajan,0,238.10567,1,0.58,103.929,3,0.633,"Die Fledermaus - Operette in drei Akten/Silvester-Einlagen/Dein ist mein ganzes Herz (aus ""Das Land des Lächelns"")",,,,,,,,,,,,
80,SONRUXD12A6D4F4A5E,27867,Doe Or Die,ARKQ9JM1187FB57521,,Oakland CA,,A.Z.,0,203.10159,11,0.072,88.064,4,1,We Can't Win (Explicit),,,,,,,,,,,,
81,SODCXGX12A8AE46866,185110,A-sides_ B-sides and Rarities,ARCLFWR1187B9AE7B2,,,,Fun Lovin' Criminals,0,235.36281,9,0.156,91.859,4,1,We Have All The Time In The World (Live),,,,,,,,,,,,
82,SOJWNDG12AB018235E,449692,Piédenés,ARYB42B1187FB37B01,,,,Les Malpolis,0,246.69995,7,0.721,172.061,7,0.611,Les Amours de Nathalie,,,,,,,,,,,,
83,SORDTXF12AB017C25D,544392,Tarde O Temprano,AR0WCZW1187B99F592,,,,Tommy Torres,0,222.92853,11,0.266,158.007,4,0.774,Imparable,,,,,,,,,,,,
84,SOZMCOM12A8C13F945,174657,Washboard Sam Vol. 3 (1938),AR84AQE1187B98AD9C,36.068,Walnut Ridge AR,-90.9564,Washboard Sam,0,166.19057,9,0.016,158.455,4,0.731,Bucket's Got A Hole In It,,,,,,,,,,,,
85,SONFNKK12A8C13BDE6,113171,Christmasing,ARK0VFZ1187FB4309B,,DURHAM North Carolina,,Shirley Caesar,0,176.37832,9,0.286,119.711,4,0,Angels We Have Heard On High (Album Version),,,,,,,,,,,,
86,SORNHUW12A6D4F9006,34608,This Is My Country,ARCT5P61187FB3D950,,United States,,The Impressions,0,168.01914,6,0.412,103.088,1,0,This Is My Country,,,,,,,,,,,,
87,SODAAKS12AB018D37F,761599,Tammy Wynette - Live at the Rodeo!,ARM5JLS1187FB3615B,34.27611,Itawamba County MS,-88.35068,Tammy Wynette,0,84.16608,3,0.612,155.05,1,0,Welcome To My World (Live),,,,,,,,,,,,
88,SONLKRD12A6D4F7DB0,1620,Say How I Feel,AR0WV4Y1187B99B806,7.95501,Ghana,-1.03182,Rhian Benson,0,207.46404,3,0.495,117.973,1,0,Say How I Feel,,,,,,,,,,,,
89,SOBWBGS12AB01868B0,546646,Essential Bessie Smith Vol 1,ARYYCVC1187B9A8510,35.04644,Chattanooga TN,-85.30946,Bessie Smith,0,192.44363,7,0.304,79.912,4,0.55,Cold In Hands Blues,,,,,,,,,,,,
90,SOPMKMD12A67020BD9,13139,High Time,ARB336A1187B9A4583,42.25147,Lincoln Park MI,-83.18186,MC5,0,307.722,0,0.353,75.706,4,0.689,Miss X (LP Version),,,,,,,,,,,,
91,SOFRDJX12A8C130B2F,284788,Grandes Éxitos: Los Chunguitos,ARW9DSD1187B9A0345,,,,Los Chunguitos,0,164.12689,10,0.384,158.479,4,1,Por La Calle Abajo,,,,,,,,,,,,
92,SOYIZYC12AB01833BF,606364,Down By The River,ARX9L381187B9B7265,,Belmont MS,,Mac McAnally,0,183.53587,0,0.952,174.268,4,0.021,If You Hang Around Long Enough,,,,,,,,,,,,
93,SOLQLGL12A8C138380,300483,Touch My Soul_ Vol. 23,AR03BDP1187FB5B324,34.05349,Kentwood LA; Los Angeles CA,-118.24532,Britney Spears feat. Pharrell Williams,0,225.48853,6,0.835,106.919,4,1,Boys,,,,,,,,,,,,
94,SOKKXUI12A58A7A79C,371487,Good Girl Gone Bad: The Remixes,ARKU3Z61187FB51DCA,13.11199,St Michael Barbados ,-59.59895,Rihanna,0,208.16934,5,0.197,128.077,4,0.743,Good Girl Gone Bad,,,,,,,,,,,,
95,SOQVJZI12AB018520D,422119,Le passager de la pluie (Original Soundtrack),AR25WM21187FB461B3,,,,Francis Lai,0,123.24526,7,0.459,88.967,3,0.847,La valse du mariage,,,,,,,,,,,,
96,SOTALBJ12AB017D609,495796,Lounjazz,ARN9GBH1187FB3FEF9,-22.97673,Rio de Janeiro BR,-43.19508,Leo Gandelman,0,222.98077,5,0.524,157.95,4,0.454,Bari Bossa,,,,,,,,,,,,
97,SORZUVX12AB017BDCB,625398,Herbst9 vs. Z'ev - Through Bleak Landscapes,ARZQM8D1187FB438CC,56.42465,L.E.,9.67464,Herbst9_ Z'ev,0,245.02812,10,0.406,91.695,3,0.936,Awakening of the Soulless,,,,,,,,,,,,
98,SOTTMXT12AF72A1B42,597508,Emerald Aether: Shape Shifting/Reconstructions Of Irish Music,ARAH4TU1187FB51D28,38.62666,New York City (Salem IL - originally),-88.94561,Bill Laswell,0,132.67546,3,0.294,105.218,4,0.754,The Gary Selchie - Solas,,,,,,,,,,,,
99,SOSCMUV12A8AE49448,188177,Reggae Gold 2006,ARFH6FT1187FB5BF47,39.49974,YAHD!,-111.54732,T.O.K.,0,190.71955,1,0.465,126.682,3,0.655,Hotta,,,,,,,,,,,,
100,SOQMWJG12A6701E1AC,9066,The Best Of Del Tha Funkee Homosapien [The Elektra Years]: The B-Boy Handbook,ARV4KO21187FB38008,37.80506,Oakland CA,-122.27302,Del Tha Funkee Homosapien,0,257.69751,2,0.017,99.566,4,0.882,Mistadobalina,,,,,,,,,,,,
101,SOFUCUZ12A6D4F9EDA,62750,Hank Wilson's Back!,AR7TTCH1187FB3F95C,34.60515,Lawton OK,-98.38983,Leon Russell,0,169.35138,0,0.826,99.435,4,0.999,Jambalaya (On The Bayou),,,,,,,,,,,,
102,SOWNKEY12A8C131FE7,284078,A Musical Massacre (Explicit),ARNQESK11F4C83FD6F,,,,Beatnuts featuring dead prez and Cheryl Pepsi Riley,0,318.56281,1,0.7,93.957,4,1,Look Around featuring dead prez and Cheryl Pepsi Riley,,,,,,,,,,,,
103,SOGVJTG12A6701E991,419069,A Little South Of Sanity,AR12F2S1187FB56EEF,,Boston MA,,Aerosmith,0,335.33342,2,0.458,76.096,1,0.283,Angel,,,,,,,,,,,,
104,SOGDDBQ12A8C140740,174688,Jazz Gillum Vol. 2 1938-1941,ARW4AGO1187FB4F107,33.45081,Indianola MS,-90.645,Jazz Gillum,0,183.09179,7,0.519,101.713,1,0,Little Woman,,,,,,,,,,,,
105,SOGHJED12A8C137F42,91294,Sonny Terry & Brownie McGhee_ Vol. E (1938-1941),ARKJVHY11E2835E76B,,Massachusetts,,Sonny Terry & Brownie McGhee,0,167.02649,2,0.701,117.625,4,0.394,My Bulldog Blues,,,,,,,,,,,,
106,SODAYSL12AB018FFFA,822062,South Of Hell,ARML7XL1187FB43F59,,Newton County,,Boondox,0,260.10077,2,0.516,200.004,4,0.447,Nothing To Lose,,,,,,,,,,,,
107,SOULRCV12A8C137BEC,150802,Differente,ARYVLXY1187FB373B0,50.82056,Ixelles Belgium,4.37967,Maurane,0,263.67955,10,0.16,89.394,4,0.887,Juste Une Petite Fille,,,,,,,,,,,,
108,SOQOEYV12AB0185DEF,762539,Take It To Heart,ARHTHC01187B9B6D2A,,St. Louis MO,,Michael McDonald,0,296.202,11,0.066,109.731,4,0.831,Love Can Break Your Heart (LP Version),,,,,,,,,,,,
109,SOAJUIE12A6D4FAC25,43181,Free - Live At The BBC,ARC70XM1187FB4D5B0,,London England,,Free,0,197.56363,4,0.693,114.168,1,0,Broad Daylight - The BBC Sessions [Top Gear 17/3/69],,,,,,,,,,,,
110,SOCXDDP12A8C141B23,221690,Déjame Solo,AR2PT4M1187FB55B1A,,,,Los Chichos,0,221.23057,2,0.288,133.324,4,0.493,El Te Daba Mala Vida,,,,,,,,,,,,
111,SOHXTED12A8C132856,86249,The Best Of Rene Touzet (His Piano and  Orchestra),ARP90NR1187B990ECA,,,,Rene Touzet,0,288.33914,10,0.531,112.067,4,1,Mi Son Maracaibo,,,,,,,,,,,,
112,SOHLWHP12A6D4F614B,83642,One Down,ARAH4TU1187FB51D28,38.62666,New York City (Salem IL - originally),-88.94561,Bill Laswell,0,258.87302,7,0.798,99.587,4,0.529,Don't Lose Control,,,,,,,,,,,,
113,SOWHWDA12AB0187A89,702123,Count Talent and the Originals,ARFONSP11F50C4D175,,,,Michael Bloomfield,0,180.45342,11,0.042,78.213,4,0,Let the People Dance,,,,,,,,,,,,
114,SOJNGHO12A6D4F84BC,29475,La Portuaria En Vivo,AR1LQNB1187B9A6AE5,,,,La Portuaria,0,169.482,4,0.306,182.922,3,1,Palabras De Amor(En Vivo),,,,,,,,,,,,
115,SOUEEDA12AC3DF474F,775675,Greatest Features,AR9788H1187B9A05D1,39.95227,Philadelphia PA,-75.16237,Jedi Mind Tricks,0,240.06485,7,0.632,87.005,4,0.972,Brute Force II,,,,,,,,,,,,
116,SONJHTY12AB017FCE6,533363,Pendulum,ARFNJ4O1187B9A204B,52.47859,Birmingham England,-1.9086,Broadcast,0,102.94812,9,0.474,161.196,1,0.084,One Hour Empire,,,,,,,,,,,,
117,SOROJYG12AB0182217,423728,Kino,ARIXB7T1187B9AB215,,,,Intars Busulis,0,200.46322,5,0.391,133.981,4,0,???????,,,,,,,,,,,,
118,SOCKZDX12A58A7B950,673155,Under The Big Black Sun,ARS2KW51187B9B556E,,,,X,0,160.07791,2,0.079,122.495,4,0,Motel Room In My Bed (LP Version),,,,,,,,,,,,
119,SOHOPAT12A8C1436AC,428521,Approaching Normal,ARDQ62L1187FB56FF0,,Houston Texas,,Blue October,0,225.67138,4,0.709,103.647,4,0.889,My Never,,,,,,,,,,,,
120,SOKOPOR12AB0184FED,505410,Black Ark EP,ARM8BKO1187FB3AD47,,,,Carl Crack,0,256.70485,7,0.029,51.265,1,0,Dogon,,,,,,,,,,,,
121,SOFMMKA12A58A7CBF5,653590,Brother Bear Original Soundtrack (English Version),AR9W3X91187FB3994C,,Chiswick London England,,Phil Collins,0,216.92036,0,0.512,123.943,4,0.656,Welcome,,,,,,,,,,,,
