SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,mbID,Energy,ArtistFamiliarity,Hotness,end_of_fade_in,key,keyConfidence,Loudness,mode,mode_confidence,start_of_fade_out
8023,SOEHKOF12A6D4FA454,51853,Mellow Dreamin',ARTJ9GZ1187B9B46DE,41.88415,Chicago IL,-87.63241,Young-Holt Unlimited,0,243.66975,2,0.594,98.072,1,0.242,Wichita Lineman (LP Version),1970,20da153b-cb7c-487d-a4fe-0bd5c9b4b003,0,0.502245022796,0.215958703137,0,2,0.594,-12.77,0,0.504,236.832
8024,SOIXLNS12A8C146E42,230653,Losers_ Kings And Things We Don't Understand,ARG8DXO1187B9AF743,,Gainesville FL,,Less Than Jake,0,82.65098,9,0.765,192.239,1,0.095,Fucked,1995,e54e065f-0ce6-4779-9a9a-afd7b997471f,0,0.843322339035,0.554564301721,0,9,0.765,-12.558,1,0.628,73.636
8025,SOTLQAD12A8C1432B4,428920,Intimacy - Remixed,ARI7DOB1187FB37AA4,,London England,,Bloc Party,0,247.97995,6,0.355,160.26,7,0.969,Zephyrus,2008,8c538f11-c141-4588-8ecb-931083524186,0,0.827776802195,0.537799608198,0,6,0.355,-9.237,1,0.485,238.283
8026,SOKIBDZ12AB0183317,443912,The Greatest Hits - Vol. 2,ARG4KW31187FB51B7C,,United Kingdom,,Atomic Rooster,0,249.93914,9,0.959,119.981,4,0.65,Take It For Granted,2005,5cf54b1a-831f-4cfc-b946-41131c463fc1,0,0.520757634637,0.404566537526,0.206,9,0.959,-13.832,0,0.674,242.265
8027,SOVIMXL12AB01860DE,692436,Please Help Me I'm Fallin',AR0X3JJ1187FB3A9A7,,McLellan FL,,Hank Locklin,0,150.282,7,0.776,116.279,1,0,Let Me Be the One,1995,c8d0d74b-80eb-4746-8cea-f5df78b4b90c,0,0.6357570221,0.37943697224,0.404,7,0.776,-12.804,1,0.678,144.44
8028,SOWOUVW12A6D4FD0C8,176415,Healing,ARXHWL31187FB476F4,,,,unloco,0,163.86567,1,0.469,126.113,5,1,Nothing (Album Version),2001,a79e35b4-4b82-4e6d-9689-63cb92d558e9,0,0.588278825525,0.403602007956,0.113,1,0.469,-5.653,0,0.45,158.343
8029,SOMECMH12A8C13833C,206964,Star Condemn'd,AR4R9BI1187FB44767,,Georgia,,Earth,0,525.47873,6,0.319,121.847,4,0.539,Endless Winter,0,946a3be7-bd99-47ac-8414-515c85811f40,0,0.683951503636,0.462963987212,0.311,6,0.319,-8.575,0,0.546,518.693
8030,SORDRVY12AB0184281,646698,Live In Paris,ARP06GY1187B98B0F0,42.33168,Detroit USA,-83.04792,Yami Bolo,0,219.402,0,0.647,85.811,4,0.449,Put Down Your Weapons,2000,106e0414-95a7-45e9-8176-bbc938deed68,0,0.495502207103,0.322482577876,0,0,0.647,-9.07,1,0.168,219.402
8031,SOPPWBB12AB0190513,774160,Ba-Dop-Boom-Bang,ARMDBW21187FB37126,16.85576,Barbados West Indies,-69.46854,Grandmaster Flash,0,190.17098,7,0.095,117.535,4,0.653,Underarms,1987,7db590cd-d7e6-4b36-b4e7-e8209426b02d,0,0.62797075309,0.455884678552,0,7,0.095,-15.494,0,0.192,170.475
8032,SOERIII12AC468C196,688365,Io e te per sempre,ARPHH7Z1187B9B6A3A,,Sona-Bata Zaire,,Franco_ Valeriana,0,205.50485,11,0.905,112.181,3,1,Una dolce melodia,0,891004ce-89a3-4512-9141-d0098d376cfc,0,0.600486542701,0.453270236306,0.67,11,0.905,-7.462,1,0.749,197.869
8033,SOAGRFG12AC468768A,607335,Patamob,ARC4O5Z1187B9AE91F,46.71067,FR,1.71819,Klimperei,0,110.10567,0,0.512,133.96,3,0,Les Dépenaillés,0,7d1c54f7-04ab-4136-b135-30a533a908a8,0,0.394962500094,0.310087326213,0.496,0,0.512,-6.566,1,0.442,106.04
8034,SOZWCKB12AB0186C5B,812391,Diamond Eyes,ARXSABJ1187FB3C336,,Sacramento CA,,Deftones,0,188.26404,8,0.544,153.713,1,1,Diamond Eyes (Album Version),2010,7527f6c2-d762-4b88-b5e2-9244f1e34c46,0,0.821697316739,0.60172975571,7.715,8,0.544,-4.365,1,0.424,188.264
8035,SOZCQBJ12A8C13E811,174574,Abrazame Fuerte,ARP2TO91187B9913EA,29.95369,New Orleans LA,-90.07771,Angelica Maria,0,160.83546,0,0.789,81.649,4,0.892,Te Necesito,0,bdc4daaf-b379-4520-8223-cc9649bddb21,0,0.437889503073,0.309901682843,0,0,0.789,-10.182,1,0.787,154.732
8036,SOUSMDW12AB0181781,557613,Toutes Les Femmes En Moi,AREMOC71187B996C2F,,,,Lara Fabian,0,229.72036,6,0.505,106.01,4,0.889,L'Amour Existe Encore,2009,7a1daf7f-b972-4808-bc03-2e1e3a79dce0,0,0.631702561609,0.458210741502,0.508,6,0.505,-7.336,0,0.493,216.247
8037,SOUNGLM12AB0187A31,574824,Mini Monsters EP,ARZ96PB1187B98F5C9,36.16778,Nashville TN,-86.77836,Jars Of Clay,0,191.81669,2,0.544,128.018,3,0.395,Love Me,2006,ca1ca0e3-8506-40b4-ac29-dbfb60c5a0bd,0,0.749029874998,0.575501205145,0.485,2,0.544,-4.888,1,0.48,179.821
8038,SOZLAER12A58A7CA05,521596,STORIES,ARJ9DSA1187B990E00,,,,John Mayall,0,262.79138,5,0.161,172.909,4,0.785,The Witching Hour,2002,4756395c-57ed-4a63-afb2-01117f14dff6,0,0.626803106327,0.405234690787,0.171,5,0.161,-5.549,0,0.423,250.032
8039,SOVQYSA12A8C139616,292085,85555,ARWF1KM1187B9908CA,,,,Spliff,0,264.41098,11,0.285,107.965,4,0.222,Heut' Nacht,1982,dbec3b6d-a3f6-410b-9fc5-5cf62008c598,0,0.543971486596,0.358685666234,8.899,11,0.285,-18.576,0,0.303,257.701
8040,SORUEDG12A8C13CFEF,117266,Liars,ARVZWQ31187B9B8946,34.05349,LA / NYC,-118.24532,Liars,0,265.09016,8,0.124,143.748,4,1,Leather Prowler,2007,03098741-08b3-4dd7-b3f6-1b0bfa2c879c,0,0.786359136836,0.4204126176,0.107,8,0.124,-10.578,0,0.206,265.09
8041,SOGIUWE12A670215DC,7978,Sessions@AOL - EP,AR6ET9I1187FB53C65,,Scotland,,Ben Jelen,0,219.61098,8,0.907,136.217,4,0.302,Come On (Sessions@AOL Version),0,a04f1b7d-0d1a-4452-a4bf-51bde109dd58,0,0.630247495104,0.377904479782,0,8,0.907,-12.301,1,0.786,201.741
8042,SOMCFYL12A81C239F0,277110,Again,ART4QZC1187FB51612,,Los Angeles &amp; New York,,Janet Jackson,0,232.202,0,0.418,130.229,4,0,Again (Instrumental),1993,6be2828f-6c0d-4059-99d4-fa18acf1a296,0,0.881694731307,0.568201421807,0.205,0,0.418,-17.938,1,0.654,220.578
8043,SOZOPPF12A8A9D9130,127716,Doomed Dark Years,ARF3L8J1187B9B7866,37.97615,Athens Greece,23.73641,Astarte,0,568.78975,0,0.355,128.518,4,0.774,Voyage to eternal Life,1998,e790f012-1803-4b20-9448-d4a9536575f2,0,0.53708829702,0.352919183632,0.566,0,0.355,-5.408,1,0.357,556.64
8044,SOIWLHH12A8C13B9EE,250402,Radioland,ARZDYBC1187B9A3142,36.0632,Fayetteville AR,-94.15791,The Cate Brothers,0,273.8673,0,0.629,113.557,4,0.638,Radioland,0,136d5363-4297-4b19-87eb-3748371d4c81,0,0.291433259678,0.190346162352,0.316,0,0.629,-9.958,1,0.575,258.827
8045,SOAFEJH12A6D4F971F,30736,Sound Advice / Forget Me Knots Remixes,AR2NJG71187FB5203E,,Bristol England,,Roni Size,0,397.08689,6,0.295,87.351,4,1,Forget Me Knots (Bailey Remix),0,2eeba1d4-f67d-45be-a22e-ab73e925aa43,0,0.674160475385,0.478490732973,0,6,0.295,-5.456,1,0.378,397.087
8046,SOAZQKU12AB0185DF3,762539,Take It To Heart,ARHTHC01187B9B6D2A,,St. Louis MO,,Michael McDonald,0,267.83302,2,0.624,170.192,4,0.678,Tear It Up (LP Version),0,f197a6e3-dc1a-4332-b9f6-fbf74eece637,0,0.712675251311,0.563362693588,3.634,2,0.624,-8.358,1,0.529,253.214
8047,SOAHRTY12AC468AF45,699988,The Dystopia Journals,AR3YJMO11C8A42B348,60.3907,Bergen,5.33275,Vulture Industries,0,379.29751,7,0.435,100.078,4,1,The Benevolent Path,2007,7a9e07cd-33bf-44b6-9479-884561fcc97a,0,0.517306573669,0.455495288804,0,7,0.435,-3.738,0,0.455,379.298
8048,SOPQNJZ12A58A79564,471047,Hey Joe,ARB1KC91187FB38B13,,,,Carl Smith,0,156.55138,10,0.272,134.539,4,0.779,If I Couldn't Hold Back The Dawn,0,bc933822-d278-4388-ac7a-af8244e9f2b9,0,0.551434960117,0.351717751121,0.148,10,0.272,-22.359,1,0.395,150.169
8049,SOJAGFU12AB0185693,462618,The Big 14 'n More,ARSDFYB11F50C4F736,34.05349,California - LA,-118.24532,Cutting Edge,0,256.33914,4,0.016,120.02,4,0.449,She's Got A Brain (Leli / Zimmerman),0,,0,0.44577274776,0.346419946826,0.247,4,0.016,-9.805,1,0.302,245.969
8050,SOCDOHI12AB018AD2C,725602,22 Cumbias Ardientes,ARMIQRB12298900AFB,,Mexico,,Mar Azul,0,165.11955,7,0.872,147.003,4,0.265,Rancho Moreno,0,,0,0,0,2.699,7,0.872,-3.519,1,0.629,159.707
8051,SOUHUDD12A58A7C591,343272,Return,ARFCOGY1187FB454B4,,Detroit MI,,The Winans,0,300.59057,8,0.476,135.909,4,0.526,Together We Stand (Album Version),0,29e51d5b-33e6-4646-be96-245c77a49d36,0,0.482148324971,0.344198187483,0.316,8,0.476,-8.705,1,0.581,279.237
8052,SOCRCJB12A8C1340CD,246006,Ignite And Rebuild,ARS03Y81187B98E6ED,,Manchester CT,,Life In Your Way,0,198.05995,5,0.818,90.356,7,0.764,When Rules Change,2005,5bb916d8-ee9e-4dee-84df-08d6f07a418c,0,0.631442224258,0.448840337604,0,5,0.818,-4.62,1,0.698,198.06
8053,SOHTGBG12A6D4F6390,25800,Zhen Jin Dian - Hacken Lee 2,ARFERPC1187FB557F6,,,,Hacken Lee,0,221.962,3,0.449,138.033,4,0.384,Kan Hai De Ri Zi,0,be28eefe-4995-400b-94d0-4f4edbf8d092,0,0.487693971591,0.341976803831,1.095,3,0.449,-9.607,1,0.579,216.439
8054,SOFAACS12AB0183131,366490,The Very Best of the King Sisters,ARI945I1187FB4CC22,,,,The King Sisters,0,129.35791,3,0,75.467,4,0.902,Milkman_ Keep Those Bottles Quiet,0,f5014b80-cded-427a-bac8-0ad161949df2,0,0.416147176425,0.28744675323,0.15,3,0,-14.706,0,0.112,129.358
8055,SOMGWOC12AB0184C27,802468,Muscles,ARAILOU1241B9CA8CD,,,,Punk'd Royal,0,276.37506,5,0.532,96.123,3,1,Young Urbans,0,,0,0.456468072449,0.365075970976,0.154,5,0.532,-5.031,1,0.409,248.401
8056,SOLPOGC12AB017D41F,336169,L'adorer,AR8UA7Z1187B9AD9C9,48.10751,Rennes,-1.68447,Étienne Daho,0,237.50485,4,0.377,140.119,5,0.572,Cet Air Étrange (Take 1 - Abbey Road Rough Mix),0,1e0de31c-4957-4649-9aa3-7b0f1d9d2c84,0,0.55867924939,0.434541946218,0.166,4,0.377,-6.897,1,0.483,234.324
8057,SOUCJNL12A8C134287,288459,U gotta believe,AR051KA1187B98B2FF,,,,Wilks,0,163.99628,4,0.129,85.981,4,1,Psalm 27,0,9db08847-f7a8-4cd2-a425-3ab4adc5b4d3,0,0.351182453883,0.0801669386642,0.421,4,0.129,-6.496,0,0.345,158.801
8058,SOIANTQ12A8C13FEC4,219141,Welcome To Violence,AR1WDRJ1187B9BA4B8,,,,"Buzzov¬""en",0,333.58322,1,0.942,96.384,5,0.709,I Don't Like You,0,,0,0.50335461416,0.301505877512,0,1,0.942,-6.282,1,0.6,328.841
8059,SOPEGDX12AB017EA4F,531118,MSB,ARI648V1187B9B5379,,,,Michael Stanley Band,0,335.09832,9,0.754,182.721,4,0.386,Take The Time,1982,4e744ffc-767a-4b18-b485-47d4b123ff4a,0,0.442769650057,0.294986616555,0.432,9,0.754,-8.928,1,0.703,322.868
8060,SOXCASM12AC468DC25,779320,L'éclusier,ARKIQSL1241B9C90C8,,,,Fred Merpol,0,117.13261,9,0.451,151.973,4,0.845,Glisse,0,,0,0.377366436061,0,0.156,9,0.451,-21.061,0,0.607,111.549
8061,SODWQCV12A6701F288,10180,22-20s,AR1NJEP1187FB4F4C1,,,,22-20s,0,317.46567,6,0.413,133.325,4,0.982,Hold On,2004,9b09674c-c950-4265-aa4a-4232adfc064c,0,0.593240643949,0.464277500246,0,6,0.413,-6.806,0,0.453,303.09
8062,SOBNCYQ12AB01876B5,676528,Weezer (Rarities Edition),AR633SY1187B9AC3B9,,,,Weezer,0,172.14649,6,0.733,104.115,1,0,Mykel And Carli,2004,6fe07aa5-fec0-4eca-a456-f29bff451b04,0,0.831197177107,0.776167742324,0.084,6,0.733,-6.088,1,0.772,161.994
8063,SOGCGLF12AC907171E,784667,Best of,ARQVZ7F1187FB57CC9,,Virginia,,Twenty 4 Seven,0,223.18975,7,0.055,139.91,4,0.508,You Gotta Be Safe,0,211da642-bc13-47f4-85c5-34c071f83a06,0,0.540862601844,0.482490972444,2.078,7,0.055,-9.049,1,0.512,223.19
8064,SOMKHUF12AB0180C5E,671562,House Candy - Bienvenue a La Discoteque,ARW74FW1187FB554AD,,,,Cookies,0,193.69751,6,0.833,125.971,4,0.541,Believe In What I Say,2005,d5394ea5-1a8b-4af7-b4c2-812ed390b81f,0,0.47880444527,0.31282776658,6.792,6,0.833,-5.583,0,0.625,193.698
8065,SOGUAJP12AC468D88E,782401,The Harvey Averne Dozen,AR449OQ1187B99B25E,,,,Harvey Averne,0,168.93342,5,0.378,81.311,4,0.902,Accept Me,0,1afe1b40-79cf-4405-bbed-9a11b7dc046a,0,0.414385653298,0.276997484962,0.665,5,0.378,-15.321,1,0.62,160.705
8066,SORLBRI12AB0183F0F,639449,President Of Love,ARTWNNQ1187B9A15BC,,,,Glen Ricks,0,215.74485,7,0.502,174.856,4,0.803,For All We Know,0,5b357db0-2ecd-42a4-afb8-0004aeec0cbf,0,0.329803210578,0.256562179758,0,7,0.502,-10.635,0,0.667,203.25
8067,SOTMVUQ12A6BD53721,72070,Doubt,AR2HXXS1187B9AF3E2,,,,Jesus Jones,0,201.16853,2,0.459,66.246,3,0.583,Nothing To Hold Me,1990,f9776598-2689-41db-98d3-829f5510021c,0,0.592472072956,0.420627401336,0.566,2,0.459,-13.419,1,0.427,189.835
8068,SOSUJKM12A67ADC18D,67443,The Platinum Collection,AR3U3G01187FB58BA7,,,,Christie Hennessy,0,246.15138,5,0.922,143.844,4,0,Rick's Cafe,0,48aed1b2-d62a-4037-be72-f16e4262519a,0,0.413959941743,0.316549460326,2.92,5,0.922,-10.23,1,0.824,228.67
8069,SOWICJC12A6D4F918D,41797,2 Em 1 (Dois Em Um),ARV6QHT1187FB5537A,,,,Nana Caymmi,0,233.24689,4,0.505,99.133,4,0,Palavras,0,c5597943-f7bc-48de-b00e-4b34c9f8558c,0,0.523633031781,0.348350022224,0,4,0.505,-11.638,0,0.49,217.554
8070,SOLYUYS12A81C23F3A,276619,Beethoven: Piano Sonatas 29 & 32,AR323JD1187FB483D0,,New York,,Solomon,0,150.56934,5,0.659,68.742,1,0,"Piano Sonata No. 29 in B flat major Op. 106  ""Hammerklavier"" (2005 Digital Remaster): II.     Scherzo (Assai vivace) - Presto",0,efb91519-38e7-47ee-8713-3eb026d09764,0,0.629732488809,0.341265841356,0.826,5,0.659,-21.835,0,0.509,141.827
8071,SOCCFVI12A6D4F9646,1749,A.B. Quintanilla III Presents Joe Lopez,ARCZN5K1187FB42CF8,31.1689,Texas,-100.07715,Joe Lopez,0,199.36608,0,0.65,161.979,3,0.246,Me Duele,2004,e61fbf9f-7627-4e4d-a479-2215cea42f20,0,0.379371199559,0.272926796892,0.229,0,0.65,-7.434,1,0.525,195.21
8072,SOJQBVB12A8C142CCE,174343,Labor Days,AR6F6I21187FB5A3AA,,,,Aesop Rock,0,236.64281,8,0.709,86.918,4,0.788,Coma,2001,aba64937-3334-4c65-90a1-4e6b9d4d7ada,0,0.83453858559,0.477310881067,0.115,8,0.709,-8.025,1,0.605,231.149
8073,SOVTZPG12AC468E907,696967,Downtown Church,AR6I54S1187FB48C6B,,Old Town ME,,Patty Griffin,0,256.39138,9,0.403,56.184,1,0,All Creatures Of Our God And King,2010,6fddcfc3-20b6-48d0-87ba-8211eca3420c,0,0.716101705237,0.514523378441,0.146,9,0.403,-14.966,1,0.529,243.525
8074,SOBICZZ12A6D4F82E6,44829,Claridade & Canto Das Três Raças,AR0QL3J1187FB3748E,,,,Clara Nunes,0,176.90077,7,0,101.854,4,0.624,Sofrimento De Quem Ama (1997 Digital Remaster),0,1fe4421e-850f-46e2-a8be-b760c57cb9c7,0,0.588140722447,0.366741233181,2.334,7,0,-10.679,0,0.072,171.497
8075,SOEFKLQ12A8C140047,238124,Road Rockets,AR7LIU31187B98EF11,,,,Rita Chiarelli,0,252.682,7,0.787,89.919,3,1,This Is My Life,1992,c7b612cb-384a-45a2-9948-c35edfdbbc4a,0,0.404823303308,0.288050285376,0.346,7,0.787,-11.482,0,0.682,245.772
8076,SODWYEY12AC468C30F,608293,Endless Light,AR0JEOI1187B98B918,31.1689,Texas,-100.07715,Erik Berglund,0,1815.2224,0,0.573,262.828,7,0.35,Endless Light,0,0aa9f7e2-58be-4a8b-813b-4c02fc2288f8,0,0.377034085128,0.336191155685,0.231,0,0.573,-11.534,1,0.734,1796.894
8077,SOYJNAI12A8C14150D,312458,The People Vs.,ARNLW7H1187B99EC9D,,,,Trick Trick / Obie Trice,0,266.78812,10,0.055,180.02,4,0.856,War,2005,9c7fa325-d654-46e7-a122-076aa5dd0a51,0,0.604479006972,0.390489535122,0.206,10,0.055,-6.858,0,0.199,262.229
8078,SOGLLCP12A8C141135,310698,Praise & Worship,ARLZ3CF1187B98BD56,37.77916,San Francisco CA,-122.42005,Daryl Coley Featuring the New Generation Singers Reunion Choir,0,274.93832,3,0.497,151.164,4,0.448,I Will Bless Your Name,0,0d26ee1f-9633-4d35-807f-472fa3a23cd5,0,0.450625272163,0.325831240487,0.374,3,0.497,-7.023,1,0.437,263.726
8079,SOCAOQG12A8C14464E,318926,Live! At The Desert Inn,ARD0FN11187B9B25CD,40.85715,New York NY [The Bronx],-73.85678,Bobby Darin,0,352.20853,5,0.506,183.566,3,0.72,Hi De Ho,0,1f223eed-aa38-49da-9e76-62ab3adc2e04,0,0.704411470237,0.469425907976,0,5,0.506,-7.157,1,0.468,352.209
8080,SOAXGPF12A8AE46554,236221,Salsa All Stars V,ARHEQ501187FB4F898,,,,Fruko Y Sus Tesos,0,264.61995,9,0.915,109.896,4,0.571,La Maquina Del Sabor,0,ee0552e7-de2b-4fc2-8739-9c33a905c3e7,0,0.533724476939,0.370747683691,0.253,9,0.915,-5,1,0.586,260.539
8081,SORDHXI12A8C13CAF4,244846,A Legacy Of Evil,ARPEPWU1187FB55B71,59.13349,Norway  (Sandefjord),10.22291,Limbonic Art,0,293.04118,7,0.165,100.209,4,0.286,A Void Of Lifeless Dreams,0,95af3066-4711-42a0-90f7-91257e09ae97,0,0.608641330678,0.443334893719,0,7,0.165,-3.961,1,0.543,286.401
8082,SOSQPYX12A8C1388EA,293796,The First Family of Soul: The Best of The Five Stairsteps,ARZE0AG1187FB5BF61,,Chicago IL,,The Five Stairsteps,0,132.70159,2,0.565,129.293,1,0,Playgirl's Love,0,42700164-abe3-4b45-b627-f4c8deca5e82,0,0.543161423105,0.388416224237,3.094,2,0.565,-7.692,1,0.549,125.167
8083,SOCQYLA12A58A79E8E,88559,Space & First Takes,ARZEA421187FB5B5BA,34.05349,Los Angeles CA,-118.24532,Lee Michaels,0,299.4673,7,0.75,89.818,1,0,Hold On To Freedom,0,5c601227-87b5-4c65-ad99-84f0eb9008ca,0,0.504565761875,0.349488482362,0.486,7,0.75,-12.935,1,0.673,287.718
