SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,mbID,Energy,ArtistFamiliarity,Hotness,end_of_fade_in,key,keyConfidence,Loudness,mode,mode_confidence,start_of_fade_out
2019,SOXAUES12A8C133821,196566,All Of Me,AR7SVRP1187FB55875,,,,Billy May & His Orchestra,0,147.59138,1,0.506,64.79,1,0.994,Tenderly,0,5ccd3ed0-9a0e-412e-93b4-9ad5dd151547,0,0.429693691028,0.39046557975,0.396,1,0.506,-22.729,1,0.379,140.794
2020,SOELPYX12A8C141731,174801,Birmingham Jubilee Singers Vol. 2 (1927-1930),ARJSGPI1241B9C8855,,,,Birmingham Jubilee Singers,0,184.00608,10,0.469,81.647,4,0.753,Toot Toot Dixie Bound,0,,0,0.338370154526,0,0.491,10,0.469,-14.886,1,0.425,178.12
2021,SOUGIYB12A8C13FBF1,307287,Be Exalted,ARTDBI61187FB48479,42.99671,Grand Rapids MI,-85.59012,Marvin Sapp,0,264.09751,9,0.352,97.022,4,0.565,Smile,0,a2bff7aa-390e-4412-9a0b-c18526fc233a,0,0.733714696487,0.459665456728,0.125,9,0.352,-8.299,0,0.345,253.243
2022,SOYBKEI12AB018884E,816250,Vintage Collections,ARQGYP71187FB44566,34.31109,Mineola AR,-94.02978,Jimmy Wakely,0,171.4673,0,0.052,88.314,7,0.388,Midnight Wind,0,0b8f67b3-b1d8-4d7a-8317-9d2e7e1cb277,0,0.394138539846,0.291539727089,0,0,0.052,-13.683,1,0.54,165.965
2023,SOUHAOT12AC9071AC4,786180,Apiti_ vol. 3,AR7I3G21187B98B4A2,,,,Nicholas,0,152.68526,9,0,180.874,4,0,Poaki,0,28d04f45-5fcb-4d13-92fd-6973b88070ba,0,0.482952251967,0.397732264642,0.409,9,0,-12.504,1,0,149.409
2024,SOZMVGJ12A8AE4565D,278726,Howdy!,ARHPPJK1187B9AC897,,Glasgow Scotland,,Teenage Fanclub,0,204.77342,8,0.854,127.811,4,0,The Sun Shines From You,2000,e6f8912b-7df9-4aae-b551-2cd03dc29588,0,0.684894722924,0.511526435079,0.206,8,0.854,-5.013,1,0.726,195.622
2025,SOLPJPM12A8C141BDE,221684,Amor Y Ruleta,AR2PT4M1187FB55B1A,,,,Los Chichos,0,242.80771,5,0.129,152.857,4,0.929,Vuelve Junto A Mi,1979,d54ea4a6-0b9c-4e47-bed0-289ae9ff4037,0,0.561589945857,0.420570307208,0,5,0.129,-8.707,0,0.312,234.185
2026,SOZFUSK12AB01827F9,479958,Irresistible Meltdown Vol. 2,ARM9QAE1187B9AF687,-14.24292,Brazil,-54.38783,Shaman,0,445.77914,9,0.474,138.001,4,0.466,Battle Of The Tom Tom,0,d7737ce1-cdde-4597-8ea4-4f78e9578d06,0,0.617787589102,0.416644114038,0.287,9,0.474,-10.329,1,0.321,425.842
2027,SOCFKOX12A67ADAE95,734782,Séance,ARB4ZRM1187B993147,,,,Dark Fortress,0,459.33669,1,0.017,115.37,4,0,Ghastly Indoctrination,2006,5074ddf4-3d57-49d9-a0b8-c36afe60a475,0,0.633932725779,0.416529399637,17.09,1,0.017,-7.57,1,0.204,459.337
2028,SOGJQKY12A58A77A8D,203257,Night Cruiser,ARDIKTV11F43A69FA4,,,,Deodato,0,378.09587,10,0.455,113.52,4,1,Night Cruiser (Album Version),0,698e8ecf-2fb1-4e87-92d5-0aede61431e5,0,0.506976844245,0.414196481407,0.206,10,0.455,-13.362,0,0.547,355.753
2029,SOYMQXY12A6D4FC5BD,227650,Rise,AR1DGSO1187FB59B15,,,,Eddie Turner,0,306.78159,2,0.591,91.084,4,0.686,Rise,2005,fe4e71a9-ddb9-47b5-9e2e-ec53862a91c6,0,0.450743177522,0.331214989792,3.1,2,0.591,-6.398,0,0.51,287.852
2030,SOQZOSE12AB01898B0,581894,By Request,ARKFYS91187B98E58F,,,,Jeff & Sheri Easter,0,241.99791,9,0.483,156.139,4,0.251,There Is a Way,0,79c403f9-5467-4f23-8426-9ca3fc60a115,0,0.535292735512,0.385470550556,2.705,9,0.483,-8.17,1,0.523,232.588
2031,SOWPNGV12AB0189556,759579,Epidemic,ARWXJTT1187FB509FD,53.95333,York,-1.08342,Epidemic,0,205.19138,2,0.374,129.333,4,0.92,Catalyst (LP Version),0,f2f56c57-1e14-4b48-a7f7-cf558fa51226,0,0.53565546651,0.35690412678,0.16,2,0.374,-5.192,1,0.515,198.165
2032,SOLZCDF12AB017DF6B,450834,Lickerish,ARFEU2G1187FB54B2F,,,,Tel Basta,0,220.36853,9,0.421,120.349,3,0.598,I'm Poured Out Like Water,1996,425cec98-c712-4975-9915-b23dfa75b85d,0,0.245370722972,0,0,9,0.421,-12.383,0,0.457,209.31
2033,SOVBLDE12AB017F8AF,505423,Cobra Killer,ARO3XZQ1187FB39351,,,,Cobra Killer,0,112.19546,3,0.461,86.96,3,0.3,Kick Jump - Part Jump,1998,6f9cd8ed-7b45-4ad8-9844-8b3249165156,0,0.631741801713,0.464525450671,0.949,3,0.461,-10.672,0,0.416,109.128
2034,SOAXAPU12A67020EF9,7049,Fair Warning,ARNLO5S1187B9B80CC,,Pasadena CA,,Van Halen,0,248.00608,1,1,184.012,4,0,"Dirty Movies"" (Album Version)",1981,b665b768-0d83-4363-950c-31ed39317c15,0,0.744641245933,0.579988982429,0,1,1,-6.635,1,0.858,238.887
2035,SOQUORP12AB018BD93,821357,The Gothic Sounds of Nightbreed Volume 5,ARDBJ5T1187FB4D5BA,,,,Cauda Pavonis,0,205.11302,7,0.126,180.203,4,0.637,Juggernaut,0,b2202330-5f8a-4120-bd6b-e61f29c273a1,0,0.502965075092,0.329385995156,0,7,0.126,-3.697,1,0.624,201.648
2036,SOTRCLJ12AB0182F40,324688,Chicago Blues Festival 1974 With Jimmy Dawkins,ARFZNR41187B990AF7,,Vance MS,,Sunnyland Slim,0,344.71138,7,0.179,108.105,3,1,No More Troubles,0,25854cde-8c11-477b-8242-a86de1a4a003,0,0.485792919341,0.332870566937,0.543,7,0.179,-14.165,1,0.242,338.193
2037,SOHJIJB12AC468829E,696953,Tha Triflin' Album,ARRQWQW1187FB49844,,Los Angeles CA,,King Tee,0,109.13914,6,0.176,183.437,4,0,On Tha Rox,0,7ec04edc-59ce-4fc4-8c0a-f519f38be4fd,0,0.495738582877,0.372391990635,0.061,6,0.176,-6.211,0,0.223,105.709
2038,SOZYRBU12AB0181196,533837,Beautiful,ARTH9041187FB43E1F,,St. Joseph MO,,Eminem,0,397.60934,5,1,131.955,4,0.722,Beautiful,2009,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,0,0.871010615313,0.804830427831,0.473,5,1,-7.038,0,0.89,373.696
2039,SOQWOLC12AB018393D,509704,Adios Sui Generis Vol III,ARPNDSH1187B9B942F,,,,Sui Generis,0,335.33342,7,0.685,107.592,4,0.735,Cuando Ya Me Empiece A Quedar Solo,1973,b3a6ebdf-4ee6-4ec0-912c-be03ade6c833,0,0.576404204778,0.450546674273,2.409,7,0.685,-16.111,0,0.628,330.948
2040,SOQRTCV12A67020430,9039,My Favorite Headache,ARWONOR1187FB3817C,43.7698,Willowdale Ontario Canada,-79.4138,Geddy Lee,0,271.46404,0,0.31,119.953,3,1,Runaway Train (LP Version),2000,283fb96d-1f5c-4b74-9bea-3e4504f07fa3,0,0.509021261059,0.406517869328,0.148,0,0.31,-5.956,1,0.475,260.702
2041,SOCPSMO12A58A7C691,200559,At Home With You,ARS2KW51187B9B556E,,,,X,0,233.22077,9,0.711,141.846,4,0,All Over Now,0,f5abf27f-4785-4777-9ea6-234a1d143ee7,0,0.70409394652,0.410743577532,0.16,9,0.711,-6.898,0,0.506,225.669
2042,SOEWBVN12A8AE48CB0,138186,The Day After,ARSE5NP1187B9B98AB,,Chicago IL,,Twista,0,259.36934,0,0.313,114.752,4,0.03,Had To Call (featuring Snoop Dogg & Sleepy Eyed Jones)  (Explicit Chopped & Screwed Version),2005,0bc858a1-3573-4216-9423-c96dd8c72919,0,0.889613554744,0.593808365175,0,0,0.313,-6.945,1,0.198,259.369
2043,SOVJMFO12AB017E9A7,500158,Stronger_ Faster_ Science,AR6RXJD1187B9B8B23,39.74001,Denver CO,-104.99226,Grace Gale,0,247.71873,0,0.268,155.173,4,0,La Matanza,2008,56c5341a-f20e-4d17-b7d0-56b4aa7a90ab,0,0.612200428922,0.319905353864,0,0,0.268,-6.533,0,0.374,247.719
2044,SOEPZJJ12A58A7C130,288001,Se Nou Manm (Live Au Zenith),AR05NQH1187B98E875,,,,Kassav',0,655.67302,9,0.404,134.086,4,0,Medley Final,0,0efa01aa-2725-48af-a7df-273faa718ed6,0,0.601395113088,0.436730221089,0,9,0.404,-8.294,1,0.348,642.409
2045,SOSEMEI12A58A7C561,282227,Still Cyco After All These Years,ARNDB1X1187B990AA0,34.05349,Venice CA,-118.24532,Suicidal Tendencies,0,61.83138,7,0.236,235.337,1,0,Two-Sided Politics,1987,e9e2a634-984f-4c10-bf7b-7970179e1ef1,0,0.736677413341,0.526182556347,0.168,7,0.236,-7.499,1,0.344,58.59
2046,SOOOTTC12A8C13279E,142365,20 Melodies pour rever_ Volume 2,ARG719Z1187FB551FC,,,,Alain Morisod,0,241.65832,7,0.693,134.254,4,0,L'Amour en Heritage,0,f3e3a398-8749-42bf-bbb8-c503e9bcb19e,0,0.353712385755,0.294161881986,0.398,7,0.693,-19.449,1,0.656,228.786
2047,SOAZHQF12A8C13460C,252341,Something Deeper Than These Changes,ARGC7FQ1187FB409CC,40.71455,New York,-74.00712,Stew,0,299.07546,4,0.797,117.367,4,0.661,L.A. Arteest Café,2003,e211367b-efd7-43b6-a4ba-1defb4dc1fb0,0,0.541077952498,0.304547713372,0.177,4,0.797,-14.023,0,0.715,289.512
2048,SOFZQNM12AB0183C50,565418,Better Days,ARB78VW1187B98F81C,,,,George Nooks,0,222.14485,7,0.438,85.994,4,0.59,No One Knows,0,8347fcf6-d073-4fa4-99b8-5f545fee39de,0,0.563750448071,0.339532420349,0.328,7,0.438,-6.735,1,0.539,213.728
2049,SOBGACN12A8C13E14D,260566,Country And Western - Volume 1,ARRZFUG1187B98AD42,37.41402,Lynchburg VA,-79.14284,Ray Pillow,0,129.12281,9,0.716,98.015,4,0.083,We're Together Again,1998,46f3193e-5ce4-4faa-b12c-09608d38d928,0,0.267576321133,0,0.363,9,0.716,-13.404,1,0.646,119.74
2050,SODANIA12AF729BC28,759082,Menage a trois,ARNXNH81187FB52EB5,,Houston TX,,Baby Bash,0,309.4722,10,0.294,155.979,4,0.542,If Your Na Na Get Wet,0,1fe6717a-73b5-4e70-82c5-6b83a08c997d,0,0.833893807853,0.602115454667,0.165,10,0.294,-4.754,1,0.367,307.264
2051,SOYBQPY12A8C144A7A,820141,While You Slept I Went Out Walking,AR7JAMC1187B98BCF3,,,,The Gentle Good,0,197.19791,0,0.343,111.537,1,0,Cri'r Adar Main,0,a4c24af0-78b1-4f66-96a9-df63a21d590c,0,0.492986719403,0.348265163062,0,0,0.343,-12,1,0.496,183.258
2052,SODBFUB12A8C140704,310479,Satriani Live,ARNZ70R1187B9A4824,,Westbury Long Island NY,,Joe Satriani,0,300.82567,0,0.683,197.443,4,1,Just Like Lightnin',2006,29762c82-bb92-4acd-b1fb-09cc4da250d2,0,0.705876401914,0.622208960129,0,0,0.683,-5.943,1,0.693,300.826
2053,SOCOQRG12A8C13C62C,110337,Lauren Wood,AR1SFKQ1187B98AF13,34.05349,California - LA,-118.24532,Lauren Wood,0,352.33914,1,0.725,168.861,5,0.62,Time Zone (Album Version),0,5f157df7-62d2-45ed-a21c-bd0da8402d09,0,0.491910771404,0.383470327535,6.502,1,0.725,-16.137,1,0.668,332.835
2054,SOIAMCP12AAF3B2F72,529117,Conversations with God: A Windham Hill Collection,ARYXGST1187B991071,50.50101,Belgium,4.47684,Uman,0,319.08526,9,0.556,160.048,4,0.565,The White Spirit,0,c5765b5b-64a9-4377-a010-c65d0ef445f3,0,0.533504314342,0.352364097835,6.687,9,0.556,-16.062,0,0.62,310.95
2055,SOMEGDY12A8C1394D1,291851,The One,AR4FVK41187FB4BC83,,Tijuana Mexico/San Diego California,,Frankie J,0,273.00526,4,0,117.844,4,1,Gone,2005,6ced1a26-0002-4bdd-8e69-5f80f04826b7,0,0.761357312241,0.42337640991,0.684,4,0,-6.728,0,0.17,267.453
2056,SOAIURX12A67020F3B,9859,The Emancipation of Mimi,ARKSZW81187B9B695D,,Hunington Long Island NY,,Mariah Carey,0,241.65832,3,0.034,131.761,4,0.554,Mine Again,2005,494e8d09-f85b-4543-892f-a5096aed1cd4,0,0.846455128229,0.787005468689,0.148,3,0.034,-9.635,1,0.312,228.27
2057,SOVSWSL12A58A7856D,540308,You Break It...You Bought It!,ARI648V1187B9B5379,,,,Michael Stanley Band,0,220.05506,2,0.58,140.654,1,0,Lost In The Funhouse Again,1975,4e744ffc-767a-4b18-b485-47d4b123ff4a,0,0.442769650057,0.294986616555,13.827,2,0.58,-12.253,1,0.574,214.256
2058,SOCSLFL12A6701C69A,12682,War of the Worlds,AR039B11187B9B30D0,,NEW YORK New York,,John Williams,0,229.69424,7,0.885,151.444,5,0.885,Escape From The City,0,fb9719bf-c477-4223-b319-986eb4168a91,0,0.705287678078,0.517298018026,8.528,7,0.885,-20.958,1,0.672,205.543
2059,SOFJHBV12A6D4F446A,25181,I'm Just Corey,ARLYUP11187B98B92B,,Atlanta GA,,Corey / Shaquille O'Neal,0,261.45914,7,0.942,131.98,4,1,MVP,0,bf51dec1-0e03-42f5-9b54-e17488b552d1,0,0.696400519356,0.265561765182,0.131,7,0.942,-5.228,1,0.828,248.93
2060,SOBBKHN12AC468BC73,597233,Night work,ARKL4LE1187B98FDBC,,Pennsylvania,,Billy Price_ Fred Chapellier,0,280.55465,9,0.106,118.136,1,0,The wrong woman,0,14b54440-a9f4-4bab-8438-004c92df945a,0,0.354904644472,0.279828900655,0.078,9,0.106,-7.597,1,0.138,276.91
2061,SOIYTYS12A8C134C86,281782,Mia Vradia Stin Fantasia No.1,AR4OHL91187B9B2EB9,,,,Angela Dimitriou,0,99.7873,5,0.001,129.972,3,0.658,Den Mporo Na Figo,0,e302e245-fceb-4e42-99cb-09c55484e107,0,0.26471398657,0,0,5,0.001,-11.947,0,0.245,99.787
2062,SOJTAUQ12AC4689DD9,608959,Bricks Are Heavy,AR3KGPQ1187FB53C84,34.05349,Los Angeles CA,-118.24532,L7,0,163.13424,2,0.177,85.82,3,0.238,This Ain't Pleasure,1992,57111f1f-9829-45ea-bb4e-a5aba37cd1d1,0,0.644443609616,0.443547552556,0.212,2,0.177,-9.429,0,0.331,151.011
2063,SOEVAMO12AC90716AD,601547,Hatebreed [Explicit],ARPKATM1187B9B76E6,41.30711,New Haven CT,-72.92496,Hatebreed (int License),0,174.28853,6,0.075,82.69,4,0.453,Between Hell and A Heartbeat [Explicit],0,40b7efb7-1268-4a80-b354-600afdcbe9e2,0,0.832757431314,0.546383748198,0,6,0.075,-3.731,1,0.463,172.054
2064,SOJCUFH12AB0186BF1,411277,The Best of Jimmy Hughes,ARD2HR71187B99548F,34.80046,Florence AL,-87.67525,Jimmy Hughes,0,177.26649,4,0.689,122.152,4,0,Neighbor_ Neighbor,0,499d66c7-6663-4f7c-b507-00a3f46edc92,0,0.452249985981,0.324894009177,0.322,4,0.689,-6.953,0,0.525,172.46
2065,SOFRPUB12A8C1355D6,142750,Mother Of The Blues_ CD E,ARWQ2DR1187B98FF28,32.46292,Columbus GA,-84.98763,Ma Rainey,0,183.53587,11,0.644,103.054,1,0,Hear Me Talking To You,0,e1deae56-c8f0-4e73-8264-f4b02dfc051c,0,0.507110848511,0.38556752316,0.177,11,0.644,-14.853,1,0.385,177.406
2066,SOBTTZR12A6D4FB6D0,226915,Raw Deal,ARY6EBA1187B9AD525,41.36149,Chester NY,-74.27362,Bill Perry,0,217.88689,9,0.138,107.083,4,0.995,Man  On The Side,2004,1618a01b-fbd6-4785-976e-51920a247404,0,0.48376273201,0.332177444973,0,9,0.138,-6.623,0,0.276,208.939
2067,SOMUYLX12CF58288C9,395797,Soul To Soul/ Texas Flood/ Couldn't Stand The Weather,ART3O5Z1187B9AB043,32.77815,Dallas TX,-96.7954,Stevie Ray Vaughan And Double Trouble,0,166.73914,8,0.649,122.546,4,0.454,Mary Had A Little Lamb,1988,f5426431-f490-4678-ad44-a75c71097bb4,0,0.783037109548,0.544257505725,0.061,8,0.649,-14.373,1,0.583,162.865
2068,SOPFEVW12AB01821DC,463877,DUBB,AR0WAW61187B98B7D7,40.71455,New York NY,-74.00712,Doug MacLeod,0,337.42322,2,1,85.56,3,1,The Sun Shine Down My Way,2004,8a53e168-c1f1-4b55-ac96-da3a69d9e240,0,0.467413843769,0.37273761334,0.211,2,1,-10.516,1,0.985,323.82
2069,SOHAGSO12AB0185C31,451199,Mesmerise the Future,ARHDQMJ11F50C4F61E,,,,Emotion Code,0,319.7122,10,0.666,119.534,3,1,Trace Of Time,0,,0,0.314666669096,0.204562711262,0.316,10,0.666,-15.857,1,0.646,289.28
2070,SONLJKK12A8C1425F9,315756,F4-Tu To Na Aai,ART97VL1187FB3BD45,,,,F-4,0,262.19057,5,0.382,126.934,4,0.396,SAMJHO NA,0,856256bc-1ba3-4989-a8e5-fa247ad7a8b4,0,0.536808944761,0.452972017488,0.241,5,0.382,-5.983,1,0.383,256.83
2071,SOKSASF12A58A7A08B,619823,Easy Living,AR4JY8V1187B98A62F,,,,Ann Hampton Callaway,0,347.79383,10,0.184,63.134,5,0.859,Skylark,0,6e5477fa-8946-4a33-89fe-9f16c0568d12,0,0.50677396849,0.37976178373,0.226,10,0.184,-17.462,1,0.325,335.61
2072,SOLRPYX12AB0184061,804421,Double Barrel,ARXFAOQ1187B9A3616,18.11526,Jamaica,-77.27348,Dave And Ansel Collins,0,151.84934,2,0.395,117.157,4,0,Two Four One,1971,339248fd-883b-4b2d-8803-62a7ded53e23,0,0.529379509181,0.343010914049,0.299,2,0.395,-14.3,1,0.772,139.244
2073,SOCVMHO12A6D4F9C77,738,Murder Ballads,ARODBRG1187FB3FD99,-36.35484,Wangaratta Victoria Australia,146.32611,Nick Cave & The Bad Seeds,0,315.08853,7,0.768,153.768,4,0.559,Stagger Lee,1996,172e1f1a-504d-4488-b053-6344ba63e6d0,0,0.681581305435,0.479407675575,0.444,7,0.768,-9.29,1,0.631,294.963
2074,SORVEEG12A670200D2,5402,Moonlight Survived,ARN8YG41187B99A480,,,,Moments In Grace,0,195.91791,10,0.318,145.147,4,0.48,Broken Promises (album version),2004,a82e227c-2262-40b5-a06b-40ef4e5c33ce,0,0.560201911809,0.375223967072,4.174,10,0.318,-6.214,1,0.389,189.933
2075,SONPLPJ12AC4685296,695511,Mambó Inspiración - Primeras Grabaciones 1953-1955,ARRVUWA1187B9A0FE2,21.51102,Cuba,-77.80679,Orquesta Aragón,0,182.85669,6,0.622,131.568,1,0,Mambo del Beso,0,be725fe7-b2e7-4c66-ad1d-6612055684ab,0,0.508731241151,0.332930951194,0.351,6,0.622,-16.394,1,0.53,180.396
2076,SOPYPCN12A58A7A856,223470,Wreck of Nerves,AR0B6VD1187B99C293,34.47326,Ventura County CA,-119.05505,Uphill Battle,0,166.37342,7,0.235,108.252,7,0.57,Thresh Hold,2004,ba65d1ee-bcf9-45b0-8dbf-5032d6c1cad0,0,0.466262209646,0.369609834555,0,7,0.235,-1.545,1,0.509,161.28
2077,SODANTC12A8C13438C,288450,Brightess night,AR051KA1187B98B2FF,,,,Wilks featuring pee wee ellis,0,210.80771,1,0.046,89.026,4,1,Boogie,0,9db08847-f7a8-4cd2-a425-3ab4adc5b4d3,0,0.351182453883,0.0801669386642,0,1,0.046,-11.302,1,0.531,202.937
2078,SOCVTUH12AC90978F1,601433,He Kept On Loving Me,AR2G8UI1187FB3F33C,63.03654,Knobel AK,-149.10568,Barbara Fairchild,0,236.56444,9,0.373,91.739,5,0.558,Boulevard In Heaven,0,19ae1de4-1b15-45a0-9104-2d489a2df1cf,0,0.428300267356,0.371237573581,0.257,9,0.373,-8.961,1,0.606,226.644
2079,SOVRIRM12A8C13B476,295597,The Essential Connie Smith,ARGUACZ1187FB3F35C,41.68676,Elkhart IN,-85.97567,Connie Smith,0,125.67465,4,0.036,124.916,4,0,I'll Come Running,2001,6fe09087-5693-4189-aa12-8d148f294121,0,0.496794627851,0.36526089322,0.334,4,0.036,-9.089,0,0.366,121.574
2080,SOMMLVL12A8C132438,146606,Playmates,AROCBZZ11E2835D652,,,,Small Faces,0,136.88118,0,0.55,115.745,1,0,Saylarvee (LP Version),0,,0,0.582238343665,0.449052575154,0.2,0,0.55,-14.946,1,0.464,132.075
2081,SOCYCFF12AB0188824,568312,Love Canticle,ARD3ICK1187B9A56C9,,,,Jimmy Riley,0,225.802,5,0.546,165.67,4,0.774,Conversation,0,96a5d12b-6f2e-4679-be43-ce0cc5146da6,0,0.477724732492,0.299705214087,0.374,5,0.546,-7.284,1,0.369,218.389
2082,SOEHEFW12A8C143C20,820141,While You Slept I Went Out Walking,AR7JAMC1187B98BCF3,,,,The Gentle Good,0,400.48281,2,0.864,85.118,5,0.679,Hiraeth am Feirion,0,a4c24af0-78b1-4f66-96a9-df63a21d590c,0,0.492986719403,0.348265163062,0.159,2,0.864,-16.489,0,0.79,382.943
